judul,narasi,clear,token_komen,freq_words,stemmed_komen,polarity_score,polarity,score
"KK dan NIK Anda Bisa Dipakai Orang Lain, Waspadalah!","Bingung kan?
 Speechless lah. .
 https://www.jpnn.com/kemenpan/news/kk-dan-nik-anda-bisa-dipakai-orang-lain-waspadalah?page=1",bingung kan speechless lah,"['bingung', 'kan', 'speechless', 'lah']",<FreqDist with 4 samples and 4 outcomes>,"['bingung', 'kan', 'speechless', 'lah']",0,neutral,0
: Zulkifli Hasan Sebut 5 Fraksi di DPR Dukung LGBT,"Kalau jaman dulu nilai-nilai begitu diagungkan, akhlakul karimah. Ibu ibu, sekarang ini masyaallah
Bahkan sekarang di DPR lagi ramai soal LGBT. Dulu di kampung saya, orang selingkuh itu aib. Sekarang ini minta diakui oleh negara, laki-laki pacaran sama laki-laki. Coba bayangkan.
Dan dalam keadaan itulah, lama-lama juga diam. Perempuan boleh sama perempuan.
Di DPR, keputusan MK kemarin ada UU pornografi lagi dibahas soal ini
Bayangkan ibu-ibu, sudah ada 5 partai yang nggak apa-apa. Lima, lima",kalau jaman dulu nilainilai diagungkan akhlakul karimah ibu ibu sekarang masyaallah bahkan sekarang dpr ramai soal lgbt dulu kampung orang selingkuh aib sekarang minta diakui negara lakilaki pacaran sama lakilaki coba bayangkan dan keadaan lamalama diam perempuan sama perempuan di dpr keputusan mk kemarin uu pornografi dibahas soal ini bayangkan ibuibu ada partai nggak apaapa lima lima,"['kalau', 'jaman', 'dulu', 'nilainilai', 'diagungkan', 'akhlakul', 'karimah', 'ibu', 'ibu', 'sekarang', 'masyaallah', 'bahkan', 'sekarang', 'dpr', 'ramai', 'soal', 'lgbt', 'dulu', 'kampung', 'orang', 'selingkuh', 'aib', 'sekarang', 'minta', 'diakui', 'negara', 'lakilaki', 'pacaran', 'sama', 'lakilaki', 'coba', 'bayangkan', 'dan', 'keadaan', 'lamalama', 'diam', 'perempuan', 'sama', 'perempuan', 'di', 'dpr', 'keputusan', 'mk', 'kemarin', 'uu', 'pornografi', 'dibahas', 'soal', 'ini', 'bayangkan', 'ibuibu', 'ada', 'partai', 'nggak', 'apaapa', 'lima', 'lima']",<FreqDist with 46 samples and 57 outcomes>,"['kalau', 'jaman', 'dulu', 'nilainilai', 'agung', 'akhlakul', 'karimah', 'ibu', 'ibu', 'sekarang', 'masyaallah', 'bahkan', 'sekarang', 'dpr', 'ramai', 'soal', 'lgbt', 'dulu', 'kampung', 'orang', 'selingkuh', 'aib', 'sekarang', 'minta', 'aku', 'negara', 'lakilaki', 'pacar', 'sama', 'lakilaki', 'coba', 'bayang', 'dan', 'ada', 'lamalama', 'diam', 'perempuan', 'sama', 'perempuan', 'di', 'dpr', 'putus', 'mk', 'kemarin', 'uu', 'pornografi', 'bahas', 'soal', 'ini', 'bayang', 'ibuibu', 'ada', 'partai', 'nggak', 'apaapa', 'lima', 'lima']",-5,negative,-1
"Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya","Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya",tahu maluanies baswedan claim kemegahan baru stadion gelora bung karno idenya,"['tahu', 'maluanies', 'baswedan', 'claim', 'kemegahan', 'baru', 'stadion', 'gelora', 'bung', 'karno', 'idenya']",<FreqDist with 11 samples and 11 outcomes>,"['tahu', 'maluanies', 'baswedan', 'claim', 'megah', 'baru', 'stadion', 'gelora', 'bung', 'karno', 'ide']",1,positive,1
: Dimana TNI dan POLRI dalam Isu Komunisme atau PKI ?,massa menolak seminar PKI,massa menolak seminar pki,"['massa', 'menolak', 'seminar', 'pki']",<FreqDist with 4 samples and 4 outcomes>,"['massa', 'tolak', 'seminar', 'pki']",-4,negative,-1
Membumikan Bikini di Tempat Umum dengan Selfie,"Btw. Inilah Revolusi Mental Pancasila ala Jokowi, membumikan bikini di tempat umum dengan selfie. “For woman, just use bra & panties is OK OK aja dan bisa selfie with Mr President.” Aku cuma mau kasih tau inilah Icon Negara Kamu! Bukan OWI namanya klo tidak begitu, yang jadi aurat agama harus di lawan, pesta kawinin anak dibulan Asyura-Arbain, agama nyuruh tutup aurat doi proklamirkam anti Tuhan dengan selfienya. Ya inilah junjungan Islam NUsantara dan Syiah Imam 9 Naga ??",btw inilah revolusi mental pancasila ala jokowi membumikan bikini tempat umum selfie “ for woman just use bra panties is ok aja bisa selfie with mr president ” aku cuma mau kasih tau inilah icon negara kamu bukan owi namanya tidak yang jadi aurat agama di lawan pesta kawinin anak dibulan asyuraarbain agama nyuruh tutup aurat doi proklamirkam anti tuhan selfienya inilah junjungan islam nusantara syiah imam naga,"['btw', 'inilah', 'revolusi', 'mental', 'pancasila', 'ala', 'jokowi', 'membumikan', 'bikini', 'tempat', 'umum', 'selfie', '“', 'for', 'woman', 'just', 'use', 'bra', 'panties', 'is', 'ok', 'aja', 'bisa', 'selfie', 'with', 'mr', 'president', '”', 'aku', 'cuma', 'mau', 'kasih', 'tau', 'inilah', 'icon', 'negara', 'kamu', 'bukan', 'owi', 'namanya', 'tidak', 'yang', 'jadi', 'aurat', 'agama', 'di', 'lawan', 'pesta', 'kawinin', 'anak', 'dibulan', 'asyuraarbain', 'agama', 'nyuruh', 'tutup', 'aurat', 'doi', 'proklamirkam', 'anti', 'tuhan', 'selfienya', 'inilah', 'junjungan', 'islam', 'nusantara', 'syiah', 'imam', 'naga']",<FreqDist with 63 samples and 68 outcomes>,"['btw', 'ini', 'revolusi', 'mental', 'pancasila', 'ala', 'jokowi', 'bumi', 'bikini', 'tempat', 'umum', 'selfie', '', 'for', 'woman', 'just', 'use', 'bra', 'panties', 'is', 'ok', 'aja', 'bisa', 'selfie', 'with', 'mr', 'president', '', 'aku', 'cuma', 'mau', 'kasih', 'tau', 'ini', 'icon', 'negara', 'kamu', 'bukan', 'owi', 'nama', 'tidak', 'yang', 'jadi', 'aurat', 'agama', 'di', 'lawan', 'pesta', 'kawinin', 'anak', 'bulan', 'asyuraarbain', 'agama', 'nyuruh', 'tutup', 'aurat', 'doi', 'proklamirkam', 'anti', 'tuhan', 'selfienya', 'ini', 'junjung', 'islam', 'nusantara', 'syiah', 'imam', 'naga']",-27,negative,-1
"RS Gatot Subroto Jkt, sdh mulai ada pengobatan tumor ganas/ kanker CELL CURE","RS Gatot Subroto Jkt, sdh mulai ada pengobatan tumor ganas/ kanker CELL CURE, tlh berhasil menyembuhkan kanker stadium 4, tanpa operasi, tanpa chemo therapy…
 Equipment tsb hibah oleh pemerintah Jerman.
 Teknologi tsb hanya ada di Jerman dan Indoesia....",rs gatot subroto jkt sdh mulai pengobatan tumor ganas kanker cell cure tlh berhasil menyembuhkan kanker stadium operasi chemo therapy… equipment tsb hibah pemerintah jerman teknologi tsb ada jerman indoesia,"['rs', 'gatot', 'subroto', 'jkt', 'sdh', 'mulai', 'pengobatan', 'tumor', 'ganas', 'kanker', 'cell', 'cure', 'tlh', 'berhasil', 'menyembuhkan', 'kanker', 'stadium', 'operasi', 'chemo', 'therapy…', 'equipment', 'tsb', 'hibah', 'pemerintah', 'jerman', 'teknologi', 'tsb', 'ada', 'jerman', 'indoesia']",<FreqDist with 27 samples and 30 outcomes>,"['rs', 'gatot', 'subroto', 'jkt', 'sdh', 'mulai', 'obat', 'tumor', 'ganas', 'kanker', 'cell', 'cure', 'tlh', 'hasil', 'sembuh', 'kanker', 'stadium', 'operasi', 'chemo', 'therapy', 'equipment', 'tsb', 'hibah', 'perintah', 'jerman', 'teknologi', 'tsb', 'ada', 'jerman', 'indoesia']",1,positive,1
AWAN HITAM MENYEDOT AIR LAUT,"Astagfirullah
 Apakah ini tanda tanda akhir zaman semakin dekatt
 waallahualam
 Kejadian langka AWAN HITAM MENYEDOT AIR LAUT dalam beberapa menit yang membuat heboh warga..",astagfirullah ini tanda tanda akhir zaman semakin dekatt waallahualam kejadian langka awan hitam menyedot air laut beberapa menit membuat heboh warga,"['astagfirullah', 'ini', 'tanda', 'tanda', 'akhir', 'zaman', 'semakin', 'dekatt', 'waallahualam', 'kejadian', 'langka', 'awan', 'hitam', 'menyedot', 'air', 'laut', 'beberapa', 'menit', 'membuat', 'heboh', 'warga']",<FreqDist with 20 samples and 21 outcomes>,"['astagfirullah', 'ini', 'tanda', 'tanda', 'akhir', 'zaman', 'makin', 'dekatt', 'waallahualam', 'jadi', 'langka', 'awan', 'hitam', 'sedot', 'air', 'laut', 'beberapa', 'menit', 'buat', 'heboh', 'warga']",-16,negative,-1
: Ustadz AA Gym Pimpin Ribuan Umat Bela Islam Se Jawa Barat Pada 30 November ke Jakarta,"Beredar info disertai foto yang menyebutkan bahwa pada tanggal 30 november 2016, KH Gymastiar atau AA Gym melakukan konsolidasi dengan memimpin keberangkatan puluhan ribu umat Islam se Jawa Barat untuk aksi bela Islam jilid 3 yang tergabung dengan para mujahid pejalan kaki ciamis",beredar info disertai foto menyebutkan pada tanggal november kh gymastiar aa gym melakukan konsolidasi memimpin keberangkatan puluhan ribu umat islam se jawa barat aksi bela islam jilid tergabung para mujahid pejalan kaki ciamis,"['beredar', 'info', 'disertai', 'foto', 'menyebutkan', 'pada', 'tanggal', 'november', 'kh', 'gymastiar', 'aa', 'gym', 'melakukan', 'konsolidasi', 'memimpin', 'keberangkatan', 'puluhan', 'ribu', 'umat', 'islam', 'se', 'jawa', 'barat', 'aksi', 'bela', 'islam', 'jilid', 'tergabung', 'para', 'mujahid', 'pejalan', 'kaki', 'ciamis']",<FreqDist with 32 samples and 33 outcomes>,"['edar', 'info', 'serta', 'foto', 'sebut', 'pada', 'tanggal', 'november', 'kh', 'gymastiar', 'aa', 'gym', 'laku', 'konsolidasi', 'pimpin', 'berangkat', 'puluh', 'ribu', 'umat', 'islam', 'se', 'jawa', 'barat', 'aksi', 'bela', 'islam', 'jilid', 'gabung', 'para', 'mujahid', 'pejal', 'kaki', 'ciamis']",8,positive,1
Foto seorang adik menyuapi kakaknya dalam kondisi menyedihkan,"Tinggal hanya gubug yang bertikar kayu, beratap gerami, namun adek ini tetap setia merawat kakanya yang sedang sakit tanpa orang tuanya. Dengan bantuan tetangga,,,, adakah yang sudi aminkan? semoga mereka diberi sehat dan diberi rezeki berlimpah… amiiiinnnn",tinggal gubug bertikar kayu beratap gerami adek tetap setia merawat kakanya sedang sakit orang tuanya bantuan tetangga adakah sudi aminkan semoga diberi sehat diberi rezeki berlimpah… amiiiinnnn,"['tinggal', 'gubug', 'bertikar', 'kayu', 'beratap', 'gerami', 'adek', 'tetap', 'setia', 'merawat', 'kakanya', 'sedang', 'sakit', 'orang', 'tuanya', 'bantuan', 'tetangga', 'adakah', 'sudi', 'aminkan', 'semoga', 'diberi', 'sehat', 'diberi', 'rezeki', 'berlimpah…', 'amiiiinnnn']",<FreqDist with 26 samples and 27 outcomes>,"['tinggal', 'gubug', 'tikar', 'kayu', 'atap', 'geram', 'adek', 'tetap', 'setia', 'rawat', 'kakanya', 'sedang', 'sakit', 'orang', 'tua', 'bantu', 'tetangga', 'ada', 'sudi', 'amin', 'moga', 'beri', 'sehat', 'beri', 'rezeki', 'limpah', 'amiiiinnnn']",-6,negative,-1
Kambing Melahirkan Anak Babi,Viral loor kambing melahirkan anak babi desa balong anyar kec.lekok kab.pasuruan,viral loor kambing melahirkan anak babi desa balong anyar keclekok kabpasuruan,"['viral', 'loor', 'kambing', 'melahirkan', 'anak', 'babi', 'desa', 'balong', 'anyar', 'keclekok', 'kabpasuruan']",<FreqDist with 11 samples and 11 outcomes>,"['viral', 'loor', 'kambing', 'lahir', 'anak', 'babi', 'desa', 'balong', 'anyar', 'keclekok', 'kabpasuruan']",-3,negative,-1
Virus Baru bernama SFTS dari China,SFTS virus baru dari yg terjadi di China. Akankah juga sampai kenegara kita,sfts virus baru yg terjadi china akankah sampai kenegara,"['sfts', 'virus', 'baru', 'yg', 'terjadi', 'china', 'akankah', 'sampai', 'kenegara']",<FreqDist with 9 samples and 9 outcomes>,"['sfts', 'virus', 'baru', 'yg', 'jadi', 'china', 'akan', 'sampai', 'negara']",1,positive,1
Foto Uya Kuya Menghipnotis Wapres Maruf Amin,Uya Kuya’ Saya Coba Akan Menghipnotis Pak Ma’ruf Amin Apakah Beliau Jujur Dan Tau Tentang RUU HIP Yang Ngotot Di Usulkan PARTAI BANTENG Yang Ingin Mengganti PANCILA Dan Apakah Beliau Menyetujui Tentang RUU HIP itu😂😂😂??? Jawabannya’Cukup Kalian Yang Bisa Menilai.,uya kuya ’ coba menghipnotis pak ma ’ ruf amin beliau jujur tau ruu hip ngotot usulkan partai banteng ingin mengganti pancila apakah beliau menyetujui ruu hip jawabannya ’ cukup kalian bisa menilai,"['uya', 'kuya', '’', 'coba', 'menghipnotis', 'pak', 'ma', '’', 'ruf', 'amin', 'beliau', 'jujur', 'tau', 'ruu', 'hip', 'ngotot', 'usulkan', 'partai', 'banteng', 'ingin', 'mengganti', 'pancila', 'apakah', 'beliau', 'menyetujui', 'ruu', 'hip', 'jawabannya', '’', 'cukup', 'kalian', 'bisa', 'menilai']",<FreqDist with 28 samples and 33 outcomes>,"['uya', 'kuya', '', 'coba', 'hipnotis', 'pak', 'ma', '', 'ruf', 'amin', 'beliau', 'jujur', 'tau', 'ruu', 'hip', 'ngotot', 'usul', 'partai', 'banteng', 'ingin', 'ganti', 'pancila', 'apakah', 'beliau', 'tuju', 'ruu', 'hip', 'jawab', '', 'cukup', 'kalian', 'bisa', 'nilai']",-16,negative,-1
Foto Megawati Potong Tumpeng Di Atas Meja Berlogo PKI,#2020 JANGAN PILIH KADER PDIP TERBUKTI SARANG PKI DAN KORUPTOR.INGAT SUARA ANDA MENENTUKAN NASIB BANGSA INI.JIKA INGIN REZIM INI TUMBANG JANGAN PILIH KADER DARI PARTAI PDIP,jangan pilih kader pdip terbukti sarang pki koruptoringat suara menentukan nasib bangsa inijika rezim tumbang jangan pilih kader partai pdip,"['jangan', 'pilih', 'kader', 'pdip', 'terbukti', 'sarang', 'pki', 'koruptoringat', 'suara', 'menentukan', 'nasib', 'bangsa', 'inijika', 'rezim', 'tumbang', 'jangan', 'pilih', 'kader', 'partai', 'pdip']",<FreqDist with 16 samples and 20 outcomes>,"['jangan', 'pilih', 'kader', 'pdip', 'bukti', 'sarang', 'pki', 'koruptoringat', 'suara', 'tentu', 'nasib', 'bangsa', 'inijika', 'rezim', 'tumbang', 'jangan', 'pilih', 'kader', 'partai', 'pdip']",-10,negative,-1
Warga Jombang Jadi Korban Modus Penipuan Ilmu Gendam,"AWAS MODUS PENIPUAN..!!! ONOK SURVEY KESEHATAN ( SALES OBAT TAPI GAWE GENDAM ) MODUSE MERIKSO / SURVEY KESEHATAN KARO TAKON” ,UJUNG UJUNGE BAYAR DUIT PERIKSO KARO NEBUS OBAT ATUSAN EWU",awas modus penipuan onok survey kesehatan sales obat gawe gendam moduse merikso survey kesehatan karo takon ” ujung ujunge bayar duit perikso karo nebus obat atusan ewu,"['awas', 'modus', 'penipuan', 'onok', 'survey', 'kesehatan', 'sales', 'obat', 'gawe', 'gendam', 'moduse', 'merikso', 'survey', 'kesehatan', 'karo', 'takon', '”', 'ujung', 'ujunge', 'bayar', 'duit', 'perikso', 'karo', 'nebus', 'obat', 'atusan', 'ewu']",<FreqDist with 23 samples and 27 outcomes>,"['awas', 'modus', 'tipu', 'onok', 'survey', 'sehat', 'sales', 'obat', 'gawe', 'gendam', 'moduse', 'merikso', 'survey', 'sehat', 'karo', 'takon', '', 'ujung', 'ujunge', 'bayar', 'duit', 'perikso', 'karo', 'nebus', 'obat', 'atus', 'ewu']",-13,negative,-1
Foto wafat beberapa minggu yg lalu seorang penulis wanita dari Kuwait Nadiah al Jar rahimahallah,Telah wafat beberapa minggu yg lalu seorang penulis wanita dari Kuwait Nadiah al Jar rahimahallah … Menjelang wafatnya ia menulis makalah ini di dalam buku hariannya :,wafat beberapa minggu lalu seorang penulis wanita kuwait nadiah al jar rahimahallah … menjelang wafatnya menulis makalah di buku hariannya,"['wafat', 'beberapa', 'minggu', 'lalu', 'seorang', 'penulis', 'wanita', 'kuwait', 'nadiah', 'al', 'jar', 'rahimahallah', '…', 'menjelang', 'wafatnya', 'menulis', 'makalah', 'di', 'buku', 'hariannya']",<FreqDist with 20 samples and 20 outcomes>,"['wafat', 'beberapa', 'minggu', 'lalu', 'orang', 'tulis', 'wanita', 'kuwait', 'nadiah', 'al', 'jar', 'rahimahallah', '', 'jelang', 'wafat', 'tulis', 'makalah', 'di', 'buku', 'hari']",2,positive,1
"Corona Merebak, Gibran Salahkan Rakyat Tak Patuhi Aturan Pemerintah","Banyaknya warga yang terkena virus corona baru (Covid-19) karena tidak mengikuti aturan pemerintah seperti menghindari kerumunan, tidak mudik lebih dulu. “Apabila kita semua patuh dengan berbagai anjuran pemerintah dan tenaga ahli, Insya Allah wabah ini segera usai dan aktivitas akan normal kembali,” kata Putra sulung Presiden Joko Widodo (Jokowi) Gibran Rakabuming Raka dalam sebuah video di Solo, Jawa Tengah, Jumat (24/4/2020).",banyaknya warga terkena virus corona baru covid mengikuti aturan pemerintah menghindari kerumunan tidak mudik lebih dulu “ apabila semua patuh berbagai anjuran pemerintah tenaga ahli insya allah wabah segera usai aktivitas normal kembali ” kata putra sulung presiden joko widodo jokowi gibran rakabuming raka sebuah video solo jawa tengah jumat,"['banyaknya', 'warga', 'terkena', 'virus', 'corona', 'baru', 'covid', 'mengikuti', 'aturan', 'pemerintah', 'menghindari', 'kerumunan', 'tidak', 'mudik', 'lebih', 'dulu', '“', 'apabila', 'semua', 'patuh', 'berbagai', 'anjuran', 'pemerintah', 'tenaga', 'ahli', 'insya', 'allah', 'wabah', 'segera', 'usai', 'aktivitas', 'normal', 'kembali', '”', 'kata', 'putra', 'sulung', 'presiden', 'joko', 'widodo', 'jokowi', 'gibran', 'rakabuming', 'raka', 'sebuah', 'video', 'solo', 'jawa', 'tengah', 'jumat']",<FreqDist with 49 samples and 50 outcomes>,"['banyak', 'warga', 'kena', 'virus', 'corona', 'baru', 'covid', 'ikut', 'atur', 'perintah', 'hindar', 'kerumun', 'tidak', 'mudik', 'lebih', 'dulu', '', 'apabila', 'semua', 'patuh', 'bagai', 'anjur', 'perintah', 'tenaga', 'ahli', 'insya', 'allah', 'wabah', 'segera', 'usai', 'aktivitas', 'normal', 'kembali', '', 'kata', 'putra', 'sulung', 'presiden', 'joko', 'widodo', 'jokowi', 'gibran', 'rakabuming', 'raka', 'buah', 'video', 'solo', 'jawa', 'tengah', 'jumat']",14,positive,1
Azan Dapat Melemahkan Virus Corona,Percaya Atau Tidak Suara Adzan Dapat Meminimalisir Virus Corona Penemuan ilmuwan d Eropa..,percaya tidak suara adzan meminimalisir virus corona penemuan ilmuwan eropa,"['percaya', 'tidak', 'suara', 'adzan', 'meminimalisir', 'virus', 'corona', 'penemuan', 'ilmuwan', 'eropa']",<FreqDist with 10 samples and 10 outcomes>,"['percaya', 'tidak', 'suara', 'adzan', 'meminimalisir', 'virus', 'corona', 'temu', 'ilmuwan', 'eropa']",1,positive,1
Jokowi anak kandung dari SULAMI,"Presiden Joko Widodo kau adalah anak anjing. Nama anjing itu ialah Sudjiatmi…Presiden Jokowi sebenarnya bukan anak Anjing, Sebab Jokowi anak kandung dari SULAMI. Seharusnya Jokowi Jangan memalsukan ibu kandung yang telah melahirkan dirinya, Agar seluruh rakyat indonesia bisa menghormati dan menghargai diri-nya.",presiden joko widodo kau anak anjing nama anjing ialah sudjiatmi…presiden jokowi sebenarnya bukan anak anjing jokowi anak kandung sulami jokowi jangan memalsukan ibu kandung telah melahirkan dirinya seluruh rakyat indonesia menghormati menghargai dirinya,"['presiden', 'joko', 'widodo', 'kau', 'anak', 'anjing', 'nama', 'anjing', 'ialah', 'sudjiatmi…presiden', 'jokowi', 'sebenarnya', 'bukan', 'anak', 'anjing', 'jokowi', 'anak', 'kandung', 'sulami', 'jokowi', 'jangan', 'memalsukan', 'ibu', 'kandung', 'telah', 'melahirkan', 'dirinya', 'seluruh', 'rakyat', 'indonesia', 'menghormati', 'menghargai', 'dirinya']",<FreqDist with 25 samples and 33 outcomes>,"['presiden', 'joko', 'widodo', 'kau', 'anak', 'anjing', 'nama', 'anjing', 'ialah', 'sudjiatmi presiden', 'jokowi', 'benar', 'bukan', 'anak', 'anjing', 'jokowi', 'anak', 'kandung', 'sulam', 'jokowi', 'jangan', 'palsu', 'ibu', 'kandung', 'telah', 'lahir', 'diri', 'seluruh', 'rakyat', 'indonesia', 'hormat', 'harga', 'diri']",-17,negative,-1
Video Serangan ratusan roket dan rudal Iran ke Basis Militer Amerika Serikat,Perang dimulai? Iran Akui Hantam Basis AS dengan 9 Roket dan Puluhan Rudal. Sumber video : FP Seword,perang dimulai iran akui hantam basis as roket puluhan rudal sumber video fp seword,"['perang', 'dimulai', 'iran', 'akui', 'hantam', 'basis', 'as', 'roket', 'puluhan', 'rudal', 'sumber', 'video', 'fp', 'seword']",<FreqDist with 14 samples and 14 outcomes>,"['perang', 'mulai', 'iran', 'aku', 'hantam', 'basis', 'as', 'roket', 'puluh', 'rudal', 'sumber', 'video', 'fp', 'seword']",-7,negative,-1
PLN Bantah Meminta Uang untuk Pemasangan Tutup Pengaman Box KWH Meteran Listrik,"Kami pastikan PLN tidak pernah menjual apa pun kecuali jualan listrik atau stroom,",pastikan pln pernah menjual apa kecuali jualan listrik stroom,"['pastikan', 'pln', 'pernah', 'menjual', 'apa', 'kecuali', 'jualan', 'listrik', 'stroom']",<FreqDist with 9 samples and 9 outcomes>,"['pasti', 'pln', 'pernah', 'jual', 'apa', 'kecuali', 'jual', 'listrik', 'stroom']",-4,negative,-1
Bawang Merah Mampu Tangkal Racun Ular Kobra,"BAWANG MERAH DIKUNYAH SAMPE HALUS LETAKKAN DI BAGIAN YG DIGIGIT
 
 @DAPAT info dari grup Sebelah,
 Barang x ada manfat ya buwat
 Sobt FB. Mengatasi gigitan ular berbisa berdasarkan Pengalaman pribadi Mas DAIMAN",bawang merah dikunyah sampe halus letakkan bagian digigit info grup sebelah barang x manfat buwat sobt fb mengatasi gigitan ular berbisa berdasarkan pengalaman pribadi mas daiman,"['bawang', 'merah', 'dikunyah', 'sampe', 'halus', 'letakkan', 'bagian', 'digigit', 'info', 'grup', 'sebelah', 'barang', 'x', 'manfat', 'buwat', 'sobt', 'fb', 'mengatasi', 'gigitan', 'ular', 'berbisa', 'berdasarkan', 'pengalaman', 'pribadi', 'mas', 'daiman']",<FreqDist with 26 samples and 26 outcomes>,"['bawang', 'merah', 'kunyah', 'sampe', 'halus', 'letak', 'bagi', 'gigit', 'info', 'grup', 'belah', 'barang', 'x', 'manfat', 'buwat', 'sobt', 'fb', 'atas', 'gigit', 'ular', 'bisa', 'dasar', 'alam', 'pribadi', 'mas', 'daiman']",-21,negative,-1
Perangkat anti pengenalan wajah demonstran Hong Kong,Hong Kong protestor anti-face recognition device (Perangkat anti pengenalan wajah demonstran Hong Kong),hong kong protestor antiface recognition device perangkat anti pengenalan wajah demonstran hong kong,"['hong', 'kong', 'protestor', 'antiface', 'recognition', 'device', 'perangkat', 'anti', 'pengenalan', 'wajah', 'demonstran', 'hong', 'kong']",<FreqDist with 11 samples and 13 outcomes>,"['hong', 'kong', 'protestor', 'antiface', 'recognition', 'device', 'perangkat', 'anti', 'kenal', 'wajah', 'demonstran', 'hong', 'kong']",3,positive,1
Video Pa jokowi nyawer ni all,Pa jokowi nyawer ni all,pa jokowi nyawer ni all,"['pa', 'jokowi', 'nyawer', 'ni', 'all']",<FreqDist with 5 samples and 5 outcomes>,"['pa', 'jokowi', 'nyawer', 'ni', 'all']",-5,negative,-1
ternyata si adik kecil ini sudah meninggal,sangat miris anak yatim kelaparan dan kecapaian sampai meninggal didaerah jkt,sangat miris anak yatim kelaparan kecapaian meninggal didaerah jkt,"['sangat', 'miris', 'anak', 'yatim', 'kelaparan', 'kecapaian', 'meninggal', 'didaerah', 'jkt']",<FreqDist with 9 samples and 9 outcomes>,"['sangat', 'miris', 'anak', 'yatim', 'lapar', 'capai', 'tinggal', 'daerah', 'jkt']",-13,negative,-1
"RUSIA saja sampai meminta ilmu strategi perang kepada saya, kenapa orang INDONESIA malah meragukan saya","’RUSIA’ saja sampai meminta ilmu strategi kepada saya, kepada orang ‘INDONESIA’ malah meragukan saya",’ rusia ’ sampai meminta ilmu strategi orang ‘ indonesia ’ malah meragukan saya,"['’', 'rusia', '’', 'sampai', 'meminta', 'ilmu', 'strategi', 'orang', '‘', 'indonesia', '’', 'malah', 'meragukan', 'saya']",<FreqDist with 12 samples and 14 outcomes>,"['', 'rusia', '', 'sampai', 'minta', 'ilmu', 'strategi', 'orang', '', 'indonesia', '', 'malah', 'ragu', 'saya']",-3,negative,-1
"Dieffebachia , Tanaman hias yang beracun",TOLONG BUANG POKOK BERACUN INI! JANGAN TANAM!,buang pokok beracun jangan tanam,"['buang', 'pokok', 'beracun', 'jangan', 'tanam']",<FreqDist with 5 samples and 5 outcomes>,"['buang', 'pokok', 'racun', 'jangan', 'tanam']",-6,negative,-1
Indonesia mengirimkan perwakilan LGBT/GAY ke festival LGBT Paris,"Baru di tahun ini Indonesia dibawah Jokowi mengirimkan perwakilan LGBT/GAY kefestival LGBT di Paris..! Siapa yg dukung Jokowi, tanggungkanlah Dosa Besar utknya… ",baru tahun indonesia dibawah jokowi mengirimkan perwakilan lgbtgay kefestival lgbt paris siapa dukung jokowi tanggungkanlah dosa besar utknya…,"['baru', 'tahun', 'indonesia', 'dibawah', 'jokowi', 'mengirimkan', 'perwakilan', 'lgbtgay', 'kefestival', 'lgbt', 'paris', 'siapa', 'dukung', 'jokowi', 'tanggungkanlah', 'dosa', 'besar', 'utknya…']",<FreqDist with 17 samples and 18 outcomes>,"['baru', 'tahun', 'indonesia', 'bawah', 'jokowi', 'kirim', 'wakil', 'lgbtgay', 'festival', 'lgbt', 'paris', 'siapa', 'dukung', 'jokowi', 'tanggung', 'dosa', 'besar', 'utknya']",1,positive,1
Video Citilink Terbangkan Satu Penumpang Dari Kertajati Ke Surabaya,"Pecahkan rekor, pesawat ini hanya terbangkan satu orang penumpang menuju Surabaya. Terbang sendirian bak mencarter pesawat.",pecahkan rekor pesawat hanya terbangkan satu orang penumpang menuju surabaya terbang sendirian bak mencarter pesawat,"['pecahkan', 'rekor', 'pesawat', 'hanya', 'terbangkan', 'satu', 'orang', 'penumpang', 'menuju', 'surabaya', 'terbang', 'sendirian', 'bak', 'mencarter', 'pesawat']",<FreqDist with 14 samples and 15 outcomes>,"['pecah', 'rekor', 'pesawat', 'hanya', 'terbang', 'satu', 'orang', 'tumpang', 'tuju', 'surabaya', 'terbang', 'sendiri', 'bak', 'carter', 'pesawat']",-17,negative,-1
Video Wahana Ekstrim Gyro Drop Lempar Dan Memutar Pengguna di Ketinggian,sebuah video yang menunjukkan wahana ekstrim Gyro Drop yang berada di Lotte Park Korea Selatan memperlihatkan dimana wanaha tersebut melempar pengunjung yang naik serta diputar cukup keras saat berada diketinggian,sebuah video menunjukkan wahana ekstrim gyro drop berada lotte park korea selatan memperlihatkan wanaha tersebut melempar pengunjung naik diputar cukup keras berada diketinggian,"['sebuah', 'video', 'menunjukkan', 'wahana', 'ekstrim', 'gyro', 'drop', 'berada', 'lotte', 'park', 'korea', 'selatan', 'memperlihatkan', 'wanaha', 'tersebut', 'melempar', 'pengunjung', 'naik', 'diputar', 'cukup', 'keras', 'berada', 'diketinggian']",<FreqDist with 22 samples and 23 outcomes>,"['buah', 'video', 'tunjuk', 'wahana', 'ekstrim', 'gyro', 'drop', 'ada', 'lotte', 'park', 'korea', 'selatan', 'lihat', 'wanaha', 'sebut', 'lempar', 'unjung', 'naik', 'putar', 'cukup', 'keras', 'ada', 'tinggi']",-5,negative,-1
