judul,narasi,clear,token_komen,freq_words,stemmed_komen,polarity_score,polarity,score
Rina Nose Buang Jilbabnya Sebut Islam Itu Ajaran Sesat,"Rina Nose Buang Jilbabnya Sebut Islam Itu Ajaran Sesat

",rina nose buang jilbabnya sebut islam ajaran sesat,"['rina', 'nose', 'buang', 'jilbabnya', 'sebut', 'islam', 'ajaran', 'sesat']",<FreqDist with 8 samples and 8 outcomes>,"['rina', 'nose', 'buang', 'jilbab', 'sebut', 'islam', 'ajar', 'sesat']",-3,negative,-1
Polisi Laporkan 30 Akun Penyebar Hoax Girder Flyover Tol Ambruk,Polisi Laporkan 30 Akun Penyebar Hoax Girder Flyover Tol Ambruk,polisi laporkan akun penyebar hoax girder flyover tol ambruk,"['polisi', 'laporkan', 'akun', 'penyebar', 'hoax', 'girder', 'flyover', 'tol', 'ambruk']",<FreqDist with 9 samples and 9 outcomes>,"['polisi', 'lapor', 'akun', 'sebar', 'hoax', 'girder', 'flyover', 'tol', 'ambruk']",-8,negative,-1
: Penjelasan BPOM Terkait Hoax Serta Isu Mengenai Makanan,Penjelasan BPOM Terkait Hoax Serta Isu Mengenai Makanan,penjelasan bpom terkait hoax isu mengenai makanan,"['penjelasan', 'bpom', 'terkait', 'hoax', 'isu', 'mengenai', 'makanan']",<FreqDist with 7 samples and 7 outcomes>,"['jelas', 'bpom', 'kait', 'hoax', 'isu', 'kena', 'makan']",-3,negative,-1
: Bunga Megapuspa yang mekar di Puncak Jayawijaya Papua,Bunga Megapuspa yang mekar di Puncak Jayawijaya Papua,bunga megapuspa mekar puncak jayawijaya papua,"['bunga', 'megapuspa', 'mekar', 'puncak', 'jayawijaya', 'papua']",<FreqDist with 6 samples and 6 outcomes>,"['bunga', 'megapuspa', 'mekar', 'puncak', 'jayawijaya', 'papua']",0,negative,-1
"The Habibie Center, Drone Emprit: Breaking the chambers walls","The Habibie Center, Drone Emprit: Breaking the chamber’s walls",the habibie center drone emprit breaking the chamber ’ s walls,"['the', 'habibie', 'center', 'drone', 'emprit', 'breaking', 'the', 'chamber', '’', 's', 'walls']",<FreqDist with 10 samples and 11 outcomes>,"['the', 'habibie', 'center', 'drone', 'emprit', 'breaking', 'the', 'chamber', '', 's', 'walls']",0,negative,-1
: Tim Sari Roti Sombong Menanggapi Isu Boikot,"Produk ROTI kan banyak di jual di minimarket, pasarnya juga menengah ke atas. Sudah dikenal orang banyak, jadi saya pikir tidak berpengaruh yah",produk roti kan banyak jual minimarket pasarnya menengah atas dikenal orang banyak jadi pikir berpengaruh yah,"['produk', 'roti', 'kan', 'banyak', 'jual', 'minimarket', 'pasarnya', 'menengah', 'atas', 'dikenal', 'orang', 'banyak', 'jadi', 'pikir', 'berpengaruh', 'yah']",<FreqDist with 15 samples and 16 outcomes>,"['produk', 'roti', 'kan', 'banyak', 'jual', 'minimarket', 'pasar', 'tengah', 'atas', 'kenal', 'orang', 'banyak', 'jadi', 'pikir', 'pengaruh', 'yah']",-1,negative,-1
Ahok Minta Warga Luar Batang Wakafkan Tanah untuk Plaza,"Ahok Minta Warga Luar Batang Wakafkan Tanah untuk Plaza, Warga: Kenapa Bukan Apartemen yang Diwakafkan?",ahok minta warga luar batang wakafkan tanah plaza warga bukan apartemen diwakafkan,"['ahok', 'minta', 'warga', 'luar', 'batang', 'wakafkan', 'tanah', 'plaza', 'warga', 'bukan', 'apartemen', 'diwakafkan']",<FreqDist with 11 samples and 12 outcomes>,"['ahok', 'minta', 'warga', 'luar', 'batang', 'wakaf', 'tanah', 'plaza', 'warga', 'bukan', 'apartemen', 'wakaf']",-8,negative,-1
KOD Babi pada makanan?,"jumat pagi anak-anak jajan ice cream. cek label halal MUI ada, tapi begitu cek ingredestnya astagfirullah menghandung lemak babi. berhati-hatilah kaum muslimin semuanya",jumat pagi anakanak jajan ice cream cek label halal mui tapi cek ingredestnya astagfirullah menghandung lemak babi berhatihatilah kaum muslimin semuanya,"['jumat', 'pagi', 'anakanak', 'jajan', 'ice', 'cream', 'cek', 'label', 'halal', 'mui', 'tapi', 'cek', 'ingredestnya', 'astagfirullah', 'menghandung', 'lemak', 'babi', 'berhatihatilah', 'kaum', 'muslimin', 'semuanya']",<FreqDist with 20 samples and 21 outcomes>,"['jumat', 'pagi', 'anakanak', 'jajan', 'ice', 'cream', 'cek', 'label', 'halal', 'mui', 'tapi', 'cek', 'ingredestnya', 'astagfirullah', 'menghandung', 'lemak', 'babi', 'berhatihatilah', 'kaum', 'muslimin', 'semua']",-16,negative,-1
Pentingnya Literasi Media,Pentingnya Literasi Media,pentingnya literasi media,"['pentingnya', 'literasi', 'media']",<FreqDist with 3 samples and 3 outcomes>,"['penting', 'literasi', 'media']",0,negative,-1
Kronologis Insiden RSO 1 Palangkaraya,Kronologis Insiden RSO 1 Palangkaraya,kronologis insiden rso palangkaraya,"['kronologis', 'insiden', 'rso', 'palangkaraya']",<FreqDist with 4 samples and 4 outcomes>,"['kronologis', 'insiden', 'rso', 'palangkaraya']",-3,negative,-1
Foto Pangeran Saudi Disandingkan dengan Pangeran Diponorogo,"Gambar kiri : Pangeran Saudi, gagah, berwajah tampan dan juga sangat berwibawa.. Gambar kanan : Pangeran Diponorogo, pantesan wajahe koyok reog..",gambar kiri pangeran saudi gagah berwajah tampan juga sangat berwibawa gambar kanan pangeran diponorogo pantesan wajahe koyok reog,"['gambar', 'kiri', 'pangeran', 'saudi', 'gagah', 'berwajah', 'tampan', 'juga', 'sangat', 'berwibawa', 'gambar', 'kanan', 'pangeran', 'diponorogo', 'pantesan', 'wajahe', 'koyok', 'reog']",<FreqDist with 16 samples and 18 outcomes>,"['gambar', 'kiri', 'pangeran', 'saudi', 'gagah', 'wajah', 'tampan', 'juga', 'sangat', 'wibawa', 'gambar', 'kanan', 'pangeran', 'diponorogo', 'pantesan', 'wajahe', 'koyok', 'reog']",0,negative,-1
Foto Siswi Bunuh Diri karena Tak Bisa Mengikuti Kelas Online,"Kelas Online Makan Korban, Siswa Ini Bunuh Diri karena Tak Punya Ponsel.",kelas online makan korban siswa bunuh diri tak punya ponsel,"['kelas', 'online', 'makan', 'korban', 'siswa', 'bunuh', 'diri', 'tak', 'punya', 'ponsel']",<FreqDist with 10 samples and 10 outcomes>,"['kelas', 'online', 'makan', 'korban', 'siswa', 'bunuh', 'diri', 'tak', 'punya', 'ponsel']",-7,negative,-1
Gambar Presiden Jokowi Pamit Ke SBY Pulang Ke Solo,Jokowi : “mo pamit..pak…! SBY : “Rakyat senang bila anda MUNDUR sekarang sebab kalo lebih lama negeri ini bakal kara…Silahkan kembali ke Solo..mung-kin bisa lanjutkan proyek Esemka yg fenomenal itu…monggo!!!”,jokowi “ mo pamitpak… sby “ rakyat senang bila mundur sekarang kalo lebih lama negeri bakal kara…silahkan ke solomungkin lanjutkan proyek esemka fenomenal itu…monggo ”,"['jokowi', '“', 'mo', 'pamitpak…', 'sby', '“', 'rakyat', 'senang', 'bila', 'mundur', 'sekarang', 'kalo', 'lebih', 'lama', 'negeri', 'bakal', 'kara…silahkan', 'ke', 'solomungkin', 'lanjutkan', 'proyek', 'esemka', 'fenomenal', 'itu…monggo', '”']",<FreqDist with 24 samples and 25 outcomes>,"['jokowi', '', 'mo', 'pamitpak', 'sby', '', 'rakyat', 'senang', 'bila', 'mundur', 'sekarang', 'kalo', 'lebih', 'lama', 'negeri', 'bakal', 'kara silah', 'ke', 'solomungkin', 'lanjut', 'proyek', 'esemka', 'fenomenal', 'itu monggo', '']",-1,negative,-1
Gambar Islam Jangan Liberal!,ISLAM JANGAN LIBERAL!,islam jangan liberal,"['islam', 'jangan', 'liberal']",<FreqDist with 3 samples and 3 outcomes>,"['islam', 'jangan', 'liberal']",1,positive,1
Foto singapore bisa banjir kayak gini,"Cukup heran klu singapore bisa bnjir kyk gini,,, Bedok",cukup heran klu singapore bnjir kyk gini bedok,"['cukup', 'heran', 'klu', 'singapore', 'bnjir', 'kyk', 'gini', 'bedok']",<FreqDist with 8 samples and 8 outcomes>,"['cukup', 'heran', 'klu', 'singapore', 'bnjir', 'kyk', 'gin', 'bedok']",-4,negative,-1
La Gode menyerang asrama TNI,Tadi siang saya ditemui dan diberitahu tetangga Ruslan Buton di Bau-Bau bhw La Gode yang dibunuh bukan petani tetapi Preman di Halmahera yg sangat meresahkan masyarakat. Dia dibunuh ketka menyerang asrama TNI. Itu sebabnya Ruslan Buton dkk dapat apresiasi warga.,tadi siang ditemui diberitahu tetangga ruslan buton baubau bhw la gode dibunuh bukan petani preman halmahera sangat meresahkan masyarakat dibunuh ketka menyerang asrama tni sebabnya ruslan buton dkk apresiasi warga,"['tadi', 'siang', 'ditemui', 'diberitahu', 'tetangga', 'ruslan', 'buton', 'baubau', 'bhw', 'la', 'gode', 'dibunuh', 'bukan', 'petani', 'preman', 'halmahera', 'sangat', 'meresahkan', 'masyarakat', 'dibunuh', 'ketka', 'menyerang', 'asrama', 'tni', 'sebabnya', 'ruslan', 'buton', 'dkk', 'apresiasi', 'warga']",<FreqDist with 27 samples and 30 outcomes>,"['tadi', 'siang', 'temu', 'diberitahu', 'tetangga', 'ruslan', 'buton', 'baubau', 'bhw', 'la', 'gode', 'bunuh', 'bukan', 'tani', 'preman', 'halmahera', 'sangat', 'resah', 'masyarakat', 'bunuh', 'ketka', 'serang', 'asrama', 'tni', 'sebab', 'ruslan', 'buton', 'dkk', 'apresiasi', 'warga']",-9,negative,-1
Video Detik-Detik Pesawat Komersial Jatuh di Pemukiman Dekat Bandara Internasional Jinnah Karachi Pakistan,"Pesawat komersial jatuh Detik detik pesawat komersial jatuh di permukiman dekat Bandara Internasional Jinnah Karachi Pakistan, Jumat (22/5/2020).",pesawat komersial jatuh detik detik pesawat komersial jatuh permukiman dekat bandara internasional jinnah karachi pakistan jumat,"['pesawat', 'komersial', 'jatuh', 'detik', 'detik', 'pesawat', 'komersial', 'jatuh', 'permukiman', 'dekat', 'bandara', 'internasional', 'jinnah', 'karachi', 'pakistan', 'jumat']",<FreqDist with 12 samples and 16 outcomes>,"['pesawat', 'komersial', 'jatuh', 'detik', 'detik', 'pesawat', 'komersial', 'jatuh', 'mukim', 'dekat', 'bandara', 'internasional', 'jinnah', 'karachi', 'pakistan', 'jumat']",-8,negative,-1
1962 Italian magazine described 2022 world would look like,"In 1962, an Italian magazine described what the world would look like in 2022.",in an italian magazine described what the world would look like in,"['in', 'an', 'italian', 'magazine', 'described', 'what', 'the', 'world', 'would', 'look', 'like', 'in']",<FreqDist with 11 samples and 12 outcomes>,"['in', 'an', 'italian', 'magazine', 'described', 'what', 'the', 'world', 'would', 'look', 'like', 'in']",0,negative,-1
"15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19","15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19",hari sembuh menhub budi karya dinyatakan positif covid,"['hari', 'sembuh', 'menhub', 'budi', 'karya', 'dinyatakan', 'positif', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['hari', 'sembuh', 'menhub', 'budi', 'karya', 'nyata', 'positif', 'covid']",11,positive,1
"Jack Mas advice, hopefully we can get through 2020","Jack Ma’s advice, hopefully we can get through 2020",jack ma ’ s advice hopefully we can get through,"['jack', 'ma', '’', 's', 'advice', 'hopefully', 'we', 'can', 'get', 'through']",<FreqDist with 10 samples and 10 outcomes>,"['jack', 'ma', '', 's', 'advice', 'hopefully', 'we', 'can', 'get', 'through']",0,negative,-1
"Foto Anies Baswedan makan bersama adalah Amateur Editor, Editor Pemula",Belajar melihat gambar bicara,belajar melihat gambar bicara,"['belajar', 'melihat', 'gambar', 'bicara']",<FreqDist with 4 samples and 4 outcomes>,"['ajar', 'lihat', 'gambar', 'bicara']",5,positive,1
100 GB Gratis Ulang Tahun ke 21 Google,GOOGLE 21st Birthday Offer GOOGLE is celebrating its 21st birthday by giving 100GB 4G Free Data to all users.,google st birthday offer google is celebrating its st birthday by giving gb free data to all users,"['google', 'st', 'birthday', 'offer', 'google', 'is', 'celebrating', 'its', 'st', 'birthday', 'by', 'giving', 'gb', 'free', 'data', 'to', 'all', 'users']",<FreqDist with 15 samples and 18 outcomes>,"['google', 'st', 'birthday', 'offer', 'google', 'is', 'celebrating', 'its', 'st', 'birthday', 'by', 'giving', 'gb', 'free', 'data', 'to', 'all', 'users']",8,positive,1
Pangeran Uni Emirat Arab Dikabarkan Positif Virus Corona,"Pangeran Uni Emirat Arab (UEA), Mohammaed bin Zayed, dikabarkan terinfeksi virus corona (COVID-19) pada Rabuu, 4 Maret 2020. Sejumlah pemberitaan lokal UEA mengungkapkan bahwa Putra Mahkota Abu Dhabi tersebut didiagnosis positif virus corona dan saat ini tengah dikarantina.",pangeran uni emirat arab uea mohammaed bin zayed dikabarkan terinfeksi virus corona covid rabuu maret sejumlah pemberitaan lokal uea mengungkapkan putra mahkota abu dhabi tersebut didiagnosis positif virus corona saat tengah dikarantina,"['pangeran', 'uni', 'emirat', 'arab', 'uea', 'mohammaed', 'bin', 'zayed', 'dikabarkan', 'terinfeksi', 'virus', 'corona', 'covid', 'rabuu', 'maret', 'sejumlah', 'pemberitaan', 'lokal', 'uea', 'mengungkapkan', 'putra', 'mahkota', 'abu', 'dhabi', 'tersebut', 'didiagnosis', 'positif', 'virus', 'corona', 'saat', 'tengah', 'dikarantina']",<FreqDist with 29 samples and 32 outcomes>,"['pangeran', 'uni', 'emirat', 'arab', 'uea', 'mohammaed', 'bin', 'zayed', 'kabar', 'infeksi', 'virus', 'corona', 'covid', 'rabuu', 'maret', 'jumlah', 'berita', 'lokal', 'uea', 'ungkap', 'putra', 'mahkota', 'abu', 'dhabi', 'sebut', 'diagnosis', 'positif', 'virus', 'corona', 'saat', 'tengah', 'karantina']",4,positive,1
singapore seperti china komunis yang membenci Islam,"Polisi kafir Singapore menggelar latihan penanggulangan teroristme di Masjid dgn tetep memakai sepatu najis di dalam karpet masjid..
 
 Laknatullah alaihim..!!!
 
 Sejak di kuasai oleh china,singapore tidak ubahnya sprt china komunis yang membenci Islam..!!",polisi kafir singapore menggelar latihan penanggulangan teroristme masjid tetep memakai sepatu najis dalam karpet masjid laknatullah alaihim sejak kuasai chinasingapore ubahnya sprt komunis membenci islam,"['polisi', 'kafir', 'singapore', 'menggelar', 'latihan', 'penanggulangan', 'teroristme', 'masjid', 'tetep', 'memakai', 'sepatu', 'najis', 'dalam', 'karpet', 'masjid', 'laknatullah', 'alaihim', 'sejak', 'kuasai', 'chinasingapore', 'ubahnya', 'sprt', 'komunis', 'membenci', 'islam']",<FreqDist with 24 samples and 25 outcomes>,"['polisi', 'kafir', 'singapore', 'gelar', 'latih', 'tanggulang', 'teroristme', 'masjid', 'tetep', 'pakai', 'sepatu', 'najis', 'dalam', 'karpet', 'masjid', 'laknatullah', 'alaihim', 'sejak', 'kuasa', 'chinasingapore', 'ubah', 'sprt', 'komunis', 'benci', 'islam']",7,positive,1
Prof. Taruna Ikrar : Ahok termasuk pemimpin di Indonesia yang perlu diobservasi otaknya.,"Prof. Taruna Ikrar, guru besar Neurobiologi – Universitas California – Amerika Serikat, calon penerima nobel, setelah mengamati perilaku dan retorika Ahok selama menjabat Gubernur Jakarta, menyatakan, dari sudut pandang neurosains, Ahok termasuk pemimpin di Indonesia yang perlu diobservasi otaknya.",prof taruna ikrar guru besar neurobiologi – universitas california – amerika serikat calon penerima nobel mengamati perilaku retorika ahok selama menjabat gubernur jakarta menyatakan sudut pandang neurosains ahok termasuk pemimpin indonesia perlu diobservasi otaknya,"['prof', 'taruna', 'ikrar', 'guru', 'besar', 'neurobiologi', '–', 'universitas', 'california', '–', 'amerika', 'serikat', 'calon', 'penerima', 'nobel', 'mengamati', 'perilaku', 'retorika', 'ahok', 'selama', 'menjabat', 'gubernur', 'jakarta', 'menyatakan', 'sudut', 'pandang', 'neurosains', 'ahok', 'termasuk', 'pemimpin', 'indonesia', 'perlu', 'diobservasi', 'otaknya']",<FreqDist with 32 samples and 34 outcomes>,"['prof', 'taruna', 'ikrar', 'guru', 'besar', 'neurobiologi', '', 'universitas', 'california', '', 'amerika', 'serikat', 'calon', 'terima', 'nobel', 'amat', 'perilaku', 'retorika', 'ahok', 'lama', 'jabat', 'gubernur', 'jakarta', 'nyata', 'sudut', 'pandang', 'neurosains', 'ahok', 'masuk', 'pimpin', 'indonesia', 'perlu', 'observasi', 'otak']",7,positive,1
taman moroseneng sememi surabaya,taman moroseneng sememi surabàya,taman moroseneng sememi surabàya,"['taman', 'moroseneng', 'sememi', 'surabàya']",<FreqDist with 4 samples and 4 outcomes>,"['taman', 'moroseneng', 'mem', 'surab ya']",1,positive,1
"Muncul Himbauan Libur Pertanggal 23 September Mengatasnamakan Plt Gubernur Aceh Akibat Kabut Asap, Karo Humas Nyatakan Tidak Benar","Himbauan yang mengatasnamakan Plt Gubernur terkait kebakaran hutan itu tidak benar alias hoaks,",himbauan mengatasnamakan plt gubernur terkait kebakaran hutan tidak benar alias hoaks,"['himbauan', 'mengatasnamakan', 'plt', 'gubernur', 'terkait', 'kebakaran', 'hutan', 'tidak', 'benar', 'alias', 'hoaks']",<FreqDist with 11 samples and 11 outcomes>,"['himbauan', 'mengatasnamakan', 'plt', 'gubernur', 'kait', 'bakar', 'hutan', 'tidak', 'benar', 'alias', 'hoaks']",-7,negative,-1
Penjelasan Fenomena Hiu Menepi di Pinggir Pantai Nusa Dua,"Terpantau banyaknya ikan hiu menepi di bibir pantai Nusa Dua, Selasa (20/8) siang tadi, sehingga membuat heboh pengunjung pantai. Kira-kira ini pertanda apa ya semeton?",terpantau banyaknya ikan hiu menepi bibir pantai nusa selasa siang tadi membuat heboh pengunjung pantai kirakira pertanda apa semeton,"['terpantau', 'banyaknya', 'ikan', 'hiu', 'menepi', 'bibir', 'pantai', 'nusa', 'selasa', 'siang', 'tadi', 'membuat', 'heboh', 'pengunjung', 'pantai', 'kirakira', 'pertanda', 'apa', 'semeton']",<FreqDist with 18 samples and 19 outcomes>,"['pantau', 'banyak', 'ikan', 'hiu', 'tepi', 'bibir', 'pantai', 'nusa', 'selasa', 'siang', 'tadi', 'buat', 'heboh', 'unjung', 'pantai', 'kirakira', 'tanda', 'apa', 'semeton']",5,positive,1
Video Siaran Kecurangan Pilpres TV Al Jazeera,"*TV Al-Jazeera* menyiarkan kecurangan Pemilu di Indonesia, bikin geger Dunia. Pemilu curang telah dipertontonkan oleh Rezim Jokowi yang merusak citra Indonesia dimata dunia, demokrasi sudah mati di Indonesia. Itu Wiranto kalau berani suruh tutup…",tv aljazeera menyiarkan kecurangan pemilu indonesia bikin geger dunia pemilu curang dipertontonkan rezim jokowi merusak citra indonesia dimata dunia demokrasi mati indonesia wiranto kalau berani suruh tutup…,"['tv', 'aljazeera', 'menyiarkan', 'kecurangan', 'pemilu', 'indonesia', 'bikin', 'geger', 'dunia', 'pemilu', 'curang', 'dipertontonkan', 'rezim', 'jokowi', 'merusak', 'citra', 'indonesia', 'dimata', 'dunia', 'demokrasi', 'mati', 'indonesia', 'wiranto', 'kalau', 'berani', 'suruh', 'tutup…']",<FreqDist with 23 samples and 27 outcomes>,"['tv', 'aljazeera', 'siar', 'curang', 'milu', 'indonesia', 'bikin', 'geger', 'dunia', 'milu', 'curang', 'tonton', 'rezim', 'jokowi', 'rusak', 'citra', 'indonesia', 'mata', 'dunia', 'demokrasi', 'mati', 'indonesia', 'wiranto', 'kalau', 'berani', 'suruh', 'tutup']",-8,negative,-1
"Yudis, konsultan IT KPU yang mengendalikan Sistem Penghitungan  KPU adalah pendukung 02",Bagaimana ini…. ????,bagaimana ini…,"['bagaimana', 'ini…']",<FreqDist with 2 samples and 2 outcomes>,"['bagaimana', 'ini']",0,negative,-1
SMS Bencana Akhir Tahun Yang Dikeluarkan BMKG,Perhatian kepada warga Indonesia supaya tanggal 21 sampai akhir bulan Desember supaya senantiasa waspada karena akan ada bencana yang akan menimpa negara Indonesia. Hal ini telah disampaikan oleh anggota BMKG supaya selalu berhati-hati,perhatian warga indonesia tanggal akhir bulan desember senantiasa waspada akan bencana akan menimpa negara indonesia ini disampaikan anggota bmkg selalu berhatihati,"['perhatian', 'warga', 'indonesia', 'tanggal', 'akhir', 'bulan', 'desember', 'senantiasa', 'waspada', 'akan', 'bencana', 'akan', 'menimpa', 'negara', 'indonesia', 'ini', 'disampaikan', 'anggota', 'bmkg', 'selalu', 'berhatihati']",<FreqDist with 19 samples and 21 outcomes>,"['perhati', 'warga', 'indonesia', 'tanggal', 'akhir', 'bulan', 'desember', 'senantiasa', 'waspada', 'akan', 'bencana', 'akan', 'timpa', 'negara', 'indonesia', 'ini', 'sampai', 'anggota', 'bmkg', 'selalu', 'berhatihati']",-12,negative,-1
Foto Prabowo Berpakaian Uskup di Gereja,"Ini gambar hoax bukan ya???. Kalau seandainya benar, kasihan agama jadi komuditas politik saja… padahal gak usah gini2 banget… Pak @Jokowi muslim sejati juga di cintai Nasrani… orang di pilih karena kualitas nya bukan spt ini….",gambar hoax bukan kalau seandainya benar kasihan agama jadi komuditas politik saja… padahal gak usah gini banget… pak muslim sejati cintai nasrani… orang di pilih kualitas bukan spt ini…,"['gambar', 'hoax', 'bukan', 'kalau', 'seandainya', 'benar', 'kasihan', 'agama', 'jadi', 'komuditas', 'politik', 'saja…', 'padahal', 'gak', 'usah', 'gini', 'banget…', 'pak', 'muslim', 'sejati', 'cintai', 'nasrani…', 'orang', 'di', 'pilih', 'kualitas', 'bukan', 'spt', 'ini…']",<FreqDist with 28 samples and 29 outcomes>,"['gambar', 'hoax', 'bukan', 'kalau', 'anda', 'benar', 'kasihan', 'agama', 'jadi', 'komuditas', 'politik', 'saja', 'padahal', 'gak', 'usah', 'gin', 'banget', 'pak', 'muslim', 'sejati', 'cinta', 'nasrani', 'orang', 'di', 'pilih', 'kualitas', 'bukan', 'spt', 'ini']",-13,negative,-1
Cairan dalam Wadah Mainan Anak yang Menyerupai Pisang Tidak Mengandung Narkoba,"Telah beredar informasi melalui media sosial tentang beredarnya minuman semprot mengandung narkoba dikalangan anak SD. Informasi tersebut tidak benar/hoax. Be smart netizen, #BeSmartNetizen",beredar informasi melalui media sosial beredarnya minuman semprot mengandung narkoba dikalangan anak sd informasi tersebut benarhoax be smart netizen besmartnetizen,"['beredar', 'informasi', 'melalui', 'media', 'sosial', 'beredarnya', 'minuman', 'semprot', 'mengandung', 'narkoba', 'dikalangan', 'anak', 'sd', 'informasi', 'tersebut', 'benarhoax', 'be', 'smart', 'netizen', 'besmartnetizen']",<FreqDist with 19 samples and 20 outcomes>,"['edar', 'informasi', 'lalu', 'media', 'sosial', 'edar', 'minum', 'semprot', 'kandung', 'narkoba', 'kalang', 'anak', 'sd', 'informasi', 'sebut', 'benarhoax', 'be', 'smart', 'netizen', 'besmartnetizen']",-4,negative,-1
Gempa Palu Bukan Penyebab Erupsi Gunung Soputan,"Pusat Vulkanologi Dan Mitigasi Bencana Geologi (PVMBG), Badan Geologi, Kementerian Energi Dan Sumber Daya Mineral (ESDM) menegaskan bahwa peningkatan aktivitas vulkanik Gunung Soputan di Sulawesi Utara bukan akibat gempa bumi di Palu.",pusat vulkanologi mitigasi bencana geologi pvmbg badan geologi kementerian energi sumber daya mineral esdm menegaskan peningkatan aktivitas vulkanik gunung soputan sulawesi utara bukan akibat gempa bumi palu,"['pusat', 'vulkanologi', 'mitigasi', 'bencana', 'geologi', 'pvmbg', 'badan', 'geologi', 'kementerian', 'energi', 'sumber', 'daya', 'mineral', 'esdm', 'menegaskan', 'peningkatan', 'aktivitas', 'vulkanik', 'gunung', 'soputan', 'sulawesi', 'utara', 'bukan', 'akibat', 'gempa', 'bumi', 'palu']",<FreqDist with 26 samples and 27 outcomes>,"['pusat', 'vulkanologi', 'mitigasi', 'bencana', 'geologi', 'pvmbg', 'badan', 'geologi', 'menteri', 'energi', 'sumber', 'daya', 'mineral', 'esdm', 'tegas', 'tingkat', 'aktivitas', 'vulkanik', 'gunung', 'soputan', 'sulawesi', 'utara', 'bukan', 'akibat', 'gempa', 'bumi', 'palu']",-3,negative,-1
Infografis Integrasi Tarif Tol JORR,"Setelah ditunda beberapa kali, akhirnya integrasi tarif transaksi di tol Jakarta Outer Ring Road (JORR) dgn akses Tanjung Priok (Rorotan-Kebon Bawang), dan jalan tol Ulujami-Pondok Aren ditetapkan jadwal penerapannya berlaku mulai 22 September 2018 pukul 00.00 WIB.",ditunda beberapa kali akhirnya integrasi tarif transaksi tol jakarta outer ring road jorr akses tanjung priok rorotankebon bawang jalan tol ulujamipondok aren ditetapkan jadwal penerapannya berlaku mulai september pukul wib,"['ditunda', 'beberapa', 'kali', 'akhirnya', 'integrasi', 'tarif', 'transaksi', 'tol', 'jakarta', 'outer', 'ring', 'road', 'jorr', 'akses', 'tanjung', 'priok', 'rorotankebon', 'bawang', 'jalan', 'tol', 'ulujamipondok', 'aren', 'ditetapkan', 'jadwal', 'penerapannya', 'berlaku', 'mulai', 'september', 'pukul', 'wib']",<FreqDist with 29 samples and 30 outcomes>,"['tunda', 'beberapa', 'kali', 'akhir', 'integrasi', 'tarif', 'transaksi', 'tol', 'jakarta', 'outer', 'ring', 'road', 'jorr', 'akses', 'tanjung', 'priok', 'rorotankebon', 'bawang', 'jalan', 'tol', 'ulujamipondok', 'aren', 'tetap', 'jadwal', 'terap', 'laku', 'mulai', 'september', 'pukul', 'wib']",7,positive,1
Indomaret Klarifikasi Tayangan TV Jokowi Yang di Protes Kader Partai Demokrat,"Saya secara pribadi akan memboikot Indomaret, tidak akan belanja dijaringan Indomaret krn iklan ini. Yang mau ikut boikot, silahkan. Masih ada minimarket yg lain.",secara pribadi memboikot indomaret akan belanja dijaringan indomaret krn iklan yang mau ikut boikot silahkan ada minimarket lain,"['secara', 'pribadi', 'memboikot', 'indomaret', 'akan', 'belanja', 'dijaringan', 'indomaret', 'krn', 'iklan', 'yang', 'mau', 'ikut', 'boikot', 'silahkan', 'ada', 'minimarket', 'lain']",<FreqDist with 17 samples and 18 outcomes>,"['cara', 'pribadi', 'boikot', 'indomaret', 'akan', 'belanja', 'jaring', 'indomaret', 'krn', 'iklan', 'yang', 'mau', 'ikut', 'boikot', 'silah', 'ada', 'minimarket', 'lain']",-5,negative,-1
KPU Lakukan Voting Pemilihan Capres Melalui Facebook,"Ini Voting 100% Real!!
 Siapa Calon Presiden Pilihan Rakyat 2019?",voting real siapa calon presiden pilihan rakyat,"['voting', 'real', 'siapa', 'calon', 'presiden', 'pilihan', 'rakyat']",<FreqDist with 7 samples and 7 outcomes>,"['voting', 'real', 'siapa', 'calon', 'presiden', 'pilih', 'rakyat']",9,positive,1
HMI Klarifikasi Terkait Isu Memberi Dukungan Politik Ke Partai Berkarya,"agenda silaturahmi dengan beberapa pimpinan partai politik (parpol), khususnya ke Partai Berkarya beberapa waktu lalu, murni untuk membangun sinergitas kelembagaan dan sharing gagasan terkait persoalan kebangsaan.",agenda silaturahmi beberapa pimpinan partai politik parpol khususnya partai berkarya beberapa waktu lalu murni membangun sinergitas kelembagaan sharing gagasan terkait persoalan kebangsaan,"['agenda', 'silaturahmi', 'beberapa', 'pimpinan', 'partai', 'politik', 'parpol', 'khususnya', 'partai', 'berkarya', 'beberapa', 'waktu', 'lalu', 'murni', 'membangun', 'sinergitas', 'kelembagaan', 'sharing', 'gagasan', 'terkait', 'persoalan', 'kebangsaan']",<FreqDist with 20 samples and 22 outcomes>,"['agenda', 'silaturahmi', 'beberapa', 'pimpin', 'partai', 'politik', 'parpol', 'khusus', 'partai', 'karya', 'beberapa', 'waktu', 'lalu', 'murni', 'bangun', 'sinergitas', 'lembaga', 'sharing', 'gagas', 'kait', 'soal', 'bangsa']",2,positive,1
